Co-Occurring Word,Percent Co-Occurrence,word
farmer,14.516129032258066,tariff
big,12.903225806451612,tariff
many,11.827956989247312,tariff
barrier,11.29032258064516,tariff
25,11.29032258064516,tariff
much,11.29032258064516,tariff
back,10.75268817204301,tariff
mexico,10.75268817204301,tariff
coming,9.13978494623656,tariff
massive,9.13978494623656,tariff
canada,80.0,trudeau
pm,60.0,trudeau
surplus,40.0,trudeau
saying,40.0,trudeau
doesnt,40.0,trudeau
prime,40.0,trudeau
trade,40.0,trudeau
minister,40.0,trudeau
massive,40.0,trudeau
dairy,40.0,trudeau
justin,40.0,trudeau
tariff,40.0,trudeau
farmer,40.0,trudeau
pushed,20.0,trudeau
conference,20.0,trudeau
nonmonetary,20.0,trudeau
300,20.0,trudeau
thats,20.0,trudeau
meek,20.0,trudeau
httpstcobfahprxhdp,20.0,trudeau
canadian,20.0,trudeau
sort,20.0,trudeau
know,20.0,trudeau
leading,20.0,trudeau
meet,20.0,trudeau
president,47.61904761904761,ukraine
call,27.61904761904762,ukraine
said,23.809523809523807,ukraine
democrat,23.809523809523807,ukraine
nothing,17.142857142857142,ukraine
conversation,16.19047619047619,ukraine
schiff,15.238095238095239,ukraine
transcript,15.238095238095239,ukraine
pressure,14.285714285714285,ukraine
fake,13.333333333333334,ukraine
impeachment,13.333333333333334,ukraine
biden,13.333333333333334,ukraine
news,12.380952380952381,ukraine
witch,12.380952380952381,ukraine
never,12.380952380952381,ukraine
hunt,12.380952380952381,ukraine
country,12.380952380952381,ukraine
russia,11.428571428571429,ukraine
hoax,11.428571428571429,ukraine
phone,11.428571428571429,ukraine
wrong,10.476190476190476,ukraine
made,10.476190476190476,ukraine
trump,10.476190476190476,ukraine
foreign,10.476190476190476,ukraine
good,10.476190476190476,ukraine
great,26.912928759894463,usa
country,20.052770448548813,usa
china,12.928759894459102,usa
job,11.609498680738787,usa
people,11.609498680738787,usa
big,11.609498680738787,usa
many,11.081794195250659,usa
back,10.554089709762533,usa
year,10.026385224274406,usa
want,9.762532981530343,usa
world,8.970976253298153,usa
democrat,8.70712401055409,usa
would,8.443271767810026,usa
tariff,8.443271767810026,usa
company,8.179419525065963,usa
get,7.9155672823219,usa
state,7.651715039577836,usa
much,7.651715039577836,usa
deal,7.387862796833773,usa
dollar,7.387862796833773,usa
history,7.12401055408971,usa
good,7.12401055408971,usa
ever,7.12401055408971,usa
way,7.12401055408971,usa
president,6.860158311345646,usa
year,17.741935483870968,vaccine
get,16.129032258064516,vaccine
great,16.129032258064516,vaccine
china,14.516129032258066,vaccine
state,14.516129032258066,vaccine
world,14.516129032258066,vaccine
news,12.903225806451612,vaccine
life,12.903225806451612,vaccine
new,11.29032258064516,vaccine
ahead,11.29032258064516,vaccine
coming,11.29032258064516,vaccine
virus,11.29032258064516,vaccine
biden,11.29032258064516,vaccine
fast,9.67741935483871,vaccine
would,9.67741935483871,vaccine
people,9.67741935483871,vaccine
federal,9.67741935483871,vaccine
country,9.67741935483871,vaccine
trump,9.67741935483871,vaccine
therapeutic,9.67741935483871,vaccine
fda,8.064516129032258,vaccine
government,8.064516129032258,vaccine
getting,8.064516129032258,vaccine
schedule,8.064516129032258,vaccine
good,8.064516129032258,vaccine
get,23.920265780730897,vote
great,22.48062015503876,vote
republican,20.155038759689923,vote
democrat,14.396456256921372,vote
state,14.174972314507198,vote
border,10.852713178294573,vote
election,10.741971207087486,vote
big,10.188261351052049,vote
crime,9.966777408637874,vote
people,9.413067552602437,vote
need,8.527131782945736,vote
trump,8.416389811738648,vote
country,8.305647840531561,vote
job,8.194905869324474,vote
biden,7.862679955703211,vote
tax,7.862679955703211,vote
america,7.641196013289036,vote
endorsement,7.641196013289036,vote
win,7.530454042081949,vote
want,7.419712070874862,vote
today,7.419712070874862,vote
total,7.198228128460686,vote
thank,7.087486157253599,vote
amendment,6.976744186046512,vote
military,6.866002214839424,vote
border,54.12087912087912,wall
security,23.626373626373624,wall
democrat,21.703296703296704,wall
country,18.956043956043956,wall
southern,17.582417582417584,wall
great,16.758241758241756,wall
built,15.659340659340659,wall
people,13.186813186813188,wall
build,12.912087912087914,wall
street,12.362637362637363,wall
drug,12.087912087912088,wall
crime,11.813186813186812,wall
mexico,10.989010989010989,wall
big,10.989010989010989,wall
get,10.989010989010989,wall
must,10.989010989010989,wall
want,10.714285714285714,wall
military,9.340659340659341,wall
new,9.340659340659341,wall
republican,9.065934065934066,wall
journal,8.791208791208792,wall
much,8.241758241758241,wall
strong,8.241758241758241,wall
needed,7.967032967032966,wall
dems,7.967032967032966,wall
president,95.38461538461539,xi
china,81.53846153846153,xi
great,36.92307692307693,xi
meeting,29.230769230769234,xi
korea,23.076923076923077,xi
trade,21.53846153846154,xi
north,20.0,xi
good,20.0,xi
deal,16.923076923076923,xi
working,15.384615384615385,xi
jinping,13.846153846153847,xi
relationship,12.307692307692308,xi
state,12.307692307692308,xi
much,12.307692307692308,xi
forward,12.307692307692308,xi
large,10.76923076923077,xi
chinese,10.76923076923077,xi
united,10.76923076923077,xi
thing,10.76923076923077,xi
negotiation,9.230769230769232,xi
want,9.230769230769232,xi
strong,9.230769230769232,xi
make,9.230769230769232,xi
friend,9.230769230769232,xi
many,9.230769230769232,xi
